"","SRS011061","SRS011084","SRS011134","SRS011239","SRS011271","SRS011302","SRS011405","SRS011452","SRS011529","SRS011586","SRS012273","SRS012902","SRS013158","SRS013215","SRS013476","SRS013521","SRS013687","SRS013800","SRS013951","SRS014235","SRS014287","SRS014313","SRS014459","SRS014613","SRS014683","SRS014923","SRS014979","SRS015065","SRS015133","SRS015190","SRS015217","SRS015264","SRS015369","SRS015578","SRS015663","SRS015782","SRS015794","SRS015854","SRS015960","SRS016018","SRS016056","SRS016095","SRS016203","SRS016267","SRS016335","SRS016495","SRS016585","SRS016753","SRS016954","SRS016989","SRS017103","SRS017191","SRS017247","SRS017307","SRS017433","SRS017521","SRS017701","SRS017821","SRS018133","SRS018313","SRS018351","SRS018427","SRS018575","SRS018656","SRS018817","SRS019030","SRS019161","SRS019267","SRS019397","SRS019582","SRS019601","SRS019685","SRS019787","SRS019910","SRS019968","SRS020233","SRS020328","SRS020869","SRS021484","SRS021948","SRS022071","SRS022137","SRS022524","SRS022609","SRS022713","SRS023346","SRS023526","SRS023583","SRS023829","SRS023914","SRS023971","SRS024009","SRS024075","SRS024132","SRS024265","SRS024331","SRS024388","SRS024435","SRS024549","SRS024625","SRS042284","SRS042628","SRS043001","SRS043411","SRS043701","SRS045004","SRS045645","SRS045713","SRS047014","SRS047044","SRS048164","SRS048870","SRS049164","SRS049712","SRS049900","SRS049959","SRS049995","SRS050299","SRS050422","SRS050752","SRS050925","SRS051031","SRS051882","SRS052027","SRS052697","SRS053214","SRS053335","SRS053398","SRS054590","SRS054956","SRS055982","SRS056259","SRS056519","SRS057478","SRS057717","SRS058723","SRS058770","SRS062427","SRS063040","SRS063985","SRS064276","SRS064557","SRS064645","SRS065504","SRS075398","SRS077730","SRS078176"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus",0.00195,0.00544,0,0.0229,0.00074,0.00231,0.00298,0.47363,0,0.03001,0.02973,0,0.00029,0,0,0.00246,0.05801,0,0.00238,0.01021,0.09581,0,0.09573,0,0.00601,0.02288,0.03859,0.09338,0.02202,0.02571,0.00691,0.73326,0.00316,0.01441,0,0.0321,0.02783,0.01461,0.02307,0.07412,0.00972,0.00569,0.01969,0.1743,0.01612,0.0024,0,0,0.02646,0,0.00368,0.02633,0.00372,0.00137,0.00365,0.65983,0,0,0,0.00292,0.0017,0.01612,0.01702,0,0.00469,0.00097,0,0.00554,0,0.05027,0,0.01676,0.16829,0.06406,0.00338,0.03098,0.07191,0.01316,0.01945,0.04242,0.02382,0.00311,0.02533,0.00095,0.00377,0,0.01233,0.00543,0,0.01643,0,0.00299,0.00589,0.00367,0,0.00247,0,0,0,0.02104,0,0.00734,0.02635,0.03168,0.00128,0.00342,0.01783,0.00066,0.00042,0,0.0065,0.00015,0,0.00126,0.00013,0.12805,0.00192,0.11412,0.02122,0.05452,0.01666,0.00047,0.00642,0.00188,0.00227,0,0.1887,0.01338,0.04926,0.01827,0.00124,0.00662,0.02216,0.01478,0.00051,0.02025,0.00029,0,0.02074,0.01124,0.01168,0.01177,0,0.04519,0.01402,0,0.00486
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii",0.00187,0.00515,0,0.00691,0.00398,0.00414,0.02473,0.44203,0,0.0609,0.01724,0.17038,0.07438,0.1409,0,0.00122,0.14724,0.004,0.04597,0.03372,1.02392,0.04638,0.34604,0.00568,0.24728,0.01718,0.00214,0.27066,0.03977,0.10002,0.32695,0.69785,0.0723,0.08351,0.03841,0.02212,0.17605,0.02486,0.01084,0.01408,0.19489,0.01013,0.00189,0.30639,0.00509,0.0647,0,0.08115,8e-05,0.01503,0.00163,0.0116,0.00758,0.00154,0.08767,1.64179,0,0,0.00026,0.0371,0,0.06293,0.2191,0.32709,0.00984,0.02601,0.01645,0.00452,0.03654,0.00428,1.72071,0.03356,0.08517,0.19102,0.00665,0.01924,0.06815,0.00421,0.01741,0.01609,0.0074,0.01569,0.42636,0.00231,0.2616,1.01674,0.01189,0.00344,0.06152,0.0371,0.1212,0.1215,0.03203,0.00235,0,0.00504,0.01031,0.0084,0.17567,0.00167,0.23836,0.00324,0.01898,0.33621,0.00277,0.00162,0.0013,0.06368,0.00332,0,0.15254,0.01145,0.00609,0.01912,0.24132,0.04067,0.00138,0.16203,0.04642,0.02607,0.00698,0.00435,0.07043,0.08811,0.01828,0.78167,0.05382,0.02931,0.25364,1.10591,0.00475,0.00102,0.21972,0.48895,0.17095,0.17191,0.29548,0.03482,0.09034,0.03438,0.08753,0.05345,0.15256,0.0039,0.72283,0.89852,0.01424
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius",0.00161,0,0.02552,0.01134,0.02899,0,0,0,0.02401,0,0.22222,0,0,0,0,0,0.00787,0,0,0,0,0,0,0,0.00116,0.00989,0.00251,0,0.0066,0,0.00793,0.11669,0,0.02619,0.0104,0,0,0.03478,0,0,0,0.00903,0,0,0.00034,0.00963,0,0,6e-04,0,0.00317,0,0,0.00075,0,0,0,0.01506,0,0,0,0,0,0,0,0,0,0.00037,0.0024,0.02598,0,0,0,0,0.00058,0.02951,0.00108,0.12119,0,0.0167,0.0092,0.00043,0,0.01315,0,0,0.0703,0,0,0,0,0,0,0.05675,0,8e-05,0,0,0,0,0,0.00717,0,0,0,0,0.00072,0,0.00998,0,0,0,0.00924,0.0024,0,0,0,0.00068,0.00152,0.00088,0,0.00126,0,0.00024,0.11438,0.00308,0,0,0,0.0468,7e-04,0.00046,0,0,0,0,0,0,0.00635,0,0.00156,0.00067,0,0,0.00045,0,0.00922
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus",0.00121,0,0,0.03364,0,0.551,0.03049,0.00996,0.35441,0.0292,0,0,0.03582,0.05093,0.21769,0,1.63578,0,0.01131,0,0,0.09389,0.60143,0.32085,0,2.13397,0,1.20612,1.12004,0,0,0.5041,0,0.30425,0.61846,0,1.47738,0,0,0,0,0,0,0,0,0,0,0,0.00546,0,0,0,0.03782,0,0,0.2159,0,0.03123,0.01412,0,0.20684,0.88039,0,5.78801,0,0,0.11889,0,1.23312,0,0.00077,0,0,0,0,0,0.13048,0.00278,0,0,0.08924,0.04049,0,0,0.01433,0.53262,0,0.14048,0,3.3669,0,0.13261,0.05753,0.40616,0.52446,0,0,0,0.09473,0,0.04854,0,0,0,0,0.16118,0.04044,0,0,0,0,0,0,0,0.16809,0,0,0.05487,0,0,0.089,0.12095,0,0,0.21722,0.00646,0,0,0.17929,0,0.01623,0,0,0.00265,0,0,0.05316,0,0,0.59973,0.09111,0,0.22245,0,0,6e-04,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6",0.00072,0,0.00095,0,0.00167,0.00406,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0.00346,0,0,0,0,0,0,0.00178,0,0.01064,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333,0,0,0,0,0,0,0.00276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,8e-04,0,0,0,0,0.00437,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium",6e-04,0,0.00871,0,0.00423,0.00604,0,0,0.00025,0,0,0,0,0,0.00084,0.00212,0,0,0,0,0,0,0,0,0.00056,0.00198,0,0,0,0,0,0.01558,0,0.03433,3e-04,0,0,0.00231,0,0,0,0.00975,0,0,0,0,0,0.00285,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292,0.00535,0,0,0,0,0,0,0,0,0,0.00686,0,0.00226,0,0,0,0,0.00801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0.00557,0,0.01183,0,0.00358,0,0,0,0.00278,0.00533,0,0,0,0,0.0046,0,0,0.00031,0,0,0.00136,0,0,0,0,0.00741,0,0,0,0,0,0.00243,0,0,0,0,0,0,0,0,0,0.00021,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris",0,23.86569,0.02182,0,2.02053,2.77041,0,0,2.0233,0.95292,4.87608,0,4.14948,0,0,1.30023,2.41548,5.86111,0.58724,2.27378,0,0,12.49864,0,18.86296,10.95426,0,8.9509,0,0,0,0,0,0,1.86417,2.59724,5.88017,4.44503,3.40582,0,45.58213,0.02772,1.73111,0,5.39933,0,0,1.59663,17.25334,0,22.26226,0,8.40698,0.00096,8.18897,7.49895,1.15477,17.93352,2.80238,0,0,0,0,0,13.36463,19.41638,1.54433,0,33.29199,0.6253,0,0.74471,0,0.22026,2.54076,1.21527,4.37942,28.15058,14.67076,7.28008,11.91031,18.39846,0,0.07701,34.62922,0,3.24488,4.50297,0,1.88889,1.86928,0,8.89057,0,11.09323,19.04231,34.6805,1.97998,0,10.40854,0,0.00162,9.88082,0,0,12.30923,9.09712,0,4.52796,0.59565,13.61747,0,4.1336,1.23324,11.67989,0.3319,1.82405,0,0,2.71604,14.52194,1.85933,0,0,8.70383,0,0.00023,4.30665,0,0,24.88413,13.89877,0,41.5399,0,0,13.48594,0,0,0,0,0,10.46646,0,0,0,0.77274
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis",0,7.52979,7.51405,18.0348,1.13581,4.06123,14.88762,15.21917,5.3522,8.49411,2.01375,0,4.81441,0,5.79214,0.41088,4.91013,8.55681,4.69949,14.61534,2.79463,3.70045,3.24183,14.81351,4.34869,5.5127,14.84132,4.26148,0.07538,6.76349,3.97887,11.84954,15.34009,7.7298,1.02401,5.28119,1.94314,11.47148,9.45641,11.61694,18.90083,1.91465,12.38235,0,8.97519,2.95646,0.47151,4.33947,23.82934,10.57094,9.68677,0,1.40068,1.56669,13.59759,6.53718,26.08603,13.31178,3.47246,0,2.05391,29.38907,9.99472,0,17.33391,5.61586,18.02333,9.34121,3.07032,8.9815,3.86721,31.6468,0,6.77462,7.49899,14.49503,3.08476,0,20.22684,11.92128,4.681,24.99476,30.60728,3.19541,8.63589,0,2.37497,22.13751,0,1.44567,9.89397,43.31161,10.61215,3.86755,9.06127,10.10462,0,2.14034,0,25.11234,32.53283,2.12844,18.41545,17.08865,0,14.81644,9.74078,2.6183,8.62719,0.69249,10.13278,31.74169,9.81854,0.58142,2.28546,0.79518,3.94634,12.56212,8.76814,3.02293,12.01508,14.14351,7.29748,4.99629,17.99942,11.28433,17.82503,0.58628,0,18.96577,13.5145,5.77021,12.79816,10.23118,0,3.67869,12.65178,4.41705,20.55135,0.05502,4.39986,35.74879,5.53635,17.40089,0,8.29512,1.80959
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis",0,4.87297,0,0,0,1.93801,0,0,0.03878,0,0,0,0,0,0,3.80015,0,1.95141,0.42158,0,0,0,0,0,0,0,0.414,0,0,0,0,0,5.07195,0,4.22766,0.64324,16.30623,0,6.42045,9.31504,2.35249,0.00267,0,1.95196,0.00203,0,0.04833,0,2.50111,4.23183,2.51687,0,0,8.30711,0,4.08377,2.32827,4.46871,2.77393,0,1.99894,0,0,0,0,0,2.32521,0,9.00662,0,0,0,2.78148,4.51311,10.12617,6.18809,14.37565,0,4.11458,4.55052,0,0,3.96355,0.86118,0,0,0,0,0,0,0,0,0,3.28925,1.55342,2.35626,0,2.45157,0,2.02869,0,2.51244,0,0,0,0,0,0,0,0.04911,0.86118,0,0,0.59614,0,0,5.62173,0,0,8.80022,0,4.25275,0,2.13561,3.64495,0,0,3.35152,0,0,0,1.92817,0,0,0,0,1.30245,0,2.55486,0,0,3.30016,0,2.51111,0,0,1.93716
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii",0,2.30079,0.05694,2.48249,1.77534,1.74235,0.60211,1.49312,0.03229,16.37624,4.86567,0,0.67816,0,2.23501,0,2.51169,0,1.27158,4.51895,4.10252,0,0,0,0,17.84793,0,0,9.54243,2.4613,0,0,0,0.44182,4.61126,0,0,4.9221,2.72142,0.81268,0.00916,0.0044,4.13793,0,1.49817,2.66707,0.01877,0,2.47659,0,0.1623,0,0,0.26594,0,0.08855,0.6031,1.09763,0,0,5.86428,2.74781,0,11.11268,1.08625,0.83641,0.74175,0,0,0.47286,3.4409,1.45801,0,0,3.04474,4.23047,12.89667,0,0.97009,0,1.3727,0,0,0.02308,0,0.89422,0.92016,0,0,3.36453,1.50993,0.58468,0,0.72317,1.33571,1.72536,0,0,0,0,0,2.05979,0,1.285,0,0.24705,0.09894,0.01834,0.15619,0,0,0,0.21499,0.00027,0,0,0,0,2.7482,0,1.49681,6.77344,3.11495,0,0,1.20087,1.72073,0,0,2.45328,0,7.39908,0,0,0,0.05452,0,0,0,0.63269,5.22799,0,0,2.90942,0,0.43033,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron",0,2.08284,2.032,0.09777,2.3188,0.21833,3.36819,4.29754,2.62432,6.07686,0.46622,0,0,2.14974,0.72274,0.01558,1.20735,2.67977,0.57881,0,0.01017,0,0.38419,11.63431,0.71708,0.32593,0.31345,0.46629,0,0,0.73819,1.40622,3.96694,4.28109,0.25122,0.63244,13.12658,6.23002,3.38693,2.00658,0.24202,14.21538,0,8.14806,4.08871,0.33769,0.00312,1.77512,4.97387,3.65537,0.62706,0,24.15206,0.01747,0,2.76838,2.01866,1.15745,2.17916,0,3.83806,0,15.85537,0,4.67809,0.53757,0.92911,0,1.5185,2.89971,0,0.99737,9.48936,0,1.78063,2.01842,2.34269,0,2.49996,1.59144,0.29708,3.6939,1.054,1.74156,7.17656,39.93007,2.42642,0.63811,0,1.92104,0,2.61769,15.37888,1.09468,0.08691,2.06451,9.43107,0.51729,5.03422,1.66759,4.18258,0.08084,11.32011,0,0,2.46078,3.29805,7.17661,0.20616,0.2889,0.03937,3.82078,0.23246,0.22618,0,4.07586,0.00985,2.16388,0.03687,0,0.54189,0.27045,1.45644,5.9406,2.92379,4.31792,0,0.03758,0,0,3.59519,9.70008,8.44277,6.16717,23.3533,0,1.34387,0.05976,0.86985,0,2.20386,0.64934,0,3.72986,0,3.69976,0.0278
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii",0,1.24047,0,0,0,0,0,0,0,4.11722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299,0,0,0,0,0,0,0,0,0,0,0,2.04324,1.53495,0,0,0,0,0,0,0,0,2.41381,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36473,0,0,0,0,0.02039,0,0,0.97138,5.07228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37804,0,0.43205,0,0,0,0,0,0,0,0,0,0,0,0.00296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49999,0,0,0,0,0,0,0,0,0,0,0,0.00297,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium",0,0.63794,0.00047,0.36572,0.71598,0,0,0,0,0,0.73201,1.38218,0.01113,0,0.26,0,0,0.37003,1.54276,0,2.252,0,0,0,0.00222,0.00317,1.061,0,0,0.00904,0.35666,0,0.32982,0,0,0.86708,0,0.11789,0.02446,0.70246,0.02413,0.3545,0,0.08148,0.00044,0.17356,0,0.11271,0.03871,0,0,0,0,0.94075,0.12461,0,0.11727,0.00171,0,0.54221,0,0,0.02723,0,0.07791,0.26316,0.43762,0,0,0.01185,0.08057,0,0.18751,0.00182,0,0.00501,0,0,0.36494,0.43854,0.28045,0.99819,0.40912,0.00013,0.44379,0,4.35369,0,2.45877,0,0.01027,0,0,0.60057,0,0.00024,0.06853,1.32165,0,0.17913,0,0.83596,0.06039,0.06457,0,0,0,0,0,0.38372,0,0,0,0,0,0,0,0,0.25356,0.00336,0.00028,0,0.71127,0,0.09938,0.61906,0.50604,0.00331,0,0,0.1611,0.04035,0.10662,0.27287,0,0,0,0.23354,0.75084,0,0,0.1238,0,0.22617,2.67173,0.47001,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",0,0.4938,0.04146,0.02883,0.0918,0.52621,1.19375,0.24919,0.14878,0.02251,0.01991,0,0,0,0.07857,0.02339,0.06101,0.01748,3.02338,0.70577,0,0.07449,3.48878,0.06431,0.03211,2.61891,0.21291,2.79731,1.09143,0.04873,0.07354,0.66733,0,2.19175,1.0868,0.13796,0.03445,1.00575,0,0.22502,0.05515,0.60096,0.01391,0.14322,1.24725,0.0435,0.04273,0.55142,1.3435,0.19825,0.09456,0.05759,0,0.00523,1.89723,0.00435,0.06387,0.16184,0.10531,0.02441,0.01448,0.0285,0.36077,0.02559,0.12802,0.20586,1.48311,0.09793,1.24173,1.52359,0,0.52197,0.43159,0.85655,0.1305,0.32934,0.05965,0.33354,0.10532,0.23093,0.01663,0.42685,1.16505,0.24902,0,0.95444,0.11331,0.01107,0,0.05616,0,0.20146,0.24736,0.36839,0.11291,0.57076,0.38855,0.18916,0,0.18532,0,0.70642,0,0.03854,0.17288,0.12574,0.35733,0.24184,0.72742,0.08369,1.64682,0.65422,0.7311,0.0024,0.2742,1.7873,0.01546,0.14933,0.0867,0.28037,0.32986,2.02503,0.31321,1.39784,0.20472,0.20598,0,0.21307,0,0.21697,0,0,0.56879,0,0,0.20321,1.15166,0.01689,1.3263,0.12771,2.72227,0,2.66319,0.70512,0,0.38244,0.07486
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",0,0.18819,0,0,0.05414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76127,0.0315,0,0,0,0,0,0.0549,0,0,0,0,0,0,0.02315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34237,0,0,0,0,0,0.3545,0.18899,0,0,0,0,0,0,0.08436,0,0,0,0,0,0,0,0,0.1045,0,0,0,0,0,0,0,0,0,0,0,0,0.19887,0,0.12758,0,0.17964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis",0,0.17125,0.8083,0.29373,1.70823,0.3604,0.3065,0.32839,0.43599,0,1.16429,0,0.02752,0,0.34155,0.08898,0.41749,0.14356,4.22814,0.68609,0,2.42384,0.47266,0.49787,0,0.77224,4.32128,2.14905,2.79135,0,0.08793,0,0.13508,4.90018,1.77751,0,0.02554,6.32827,0,0.07479,0.00799,0,0.21374,0.29023,0.00092,0.62412,0,0,0.08123,1.16925,0,0.23323,0,0.00173,0.89884,0.29079,0,1.74487,0.01422,0,0.23021,0,0.57658,0.09841,0.65431,0,4.73425,0.07211,0.32001,0.08511,0,0.52634,0.97675,0.00525,0.01774,0.31483,0.00322,2.41622,0.32124,1.07641,0.37165,0,0.12951,0,0.01751,0.20796,0.95117,0,0,0.12498,0.07997,0,0,3.21506,0.19916,0,0,0.62183,0.00057,0.26482,0,0.42452,0,0.00135,0.04083,0.03992,0.0749,0.24653,1.35175,0,0.02687,0,1.42674,0,0.50091,0.24263,0.12631,0,0.93356,0,1.34781,2.02244,1.1342,3.2137,0,2.63323,0.00214,0.21655,0,3.76003,0.14854,0,0,0.00967,0.02219,0.91541,0.14286,0,1.00019,0.17109,0,0.58811,1.79952,1.49316,0,2.27177,0.08528
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110",0,0.15115,0.00929,0,0.04679,0.07046,0,0,0.07133,0.66746,2.32874,0,0,0,0.72722,0,0,0.00012,0,0.32771,0,0,0,1.16249,0,0,1.05893,0,0,0,0,0,0,0,0.06891,0.27164,0,0,0,0.00959,0.00291,0.00241,0.27203,0,0.19406,0,0.01744,0,0.00383,0,0,0,0,0.05917,0,0,0.03235,0.40443,0,0,0,0,0,0.00041,0.02468,0,0.17131,0,0,0.29061,0,0.09714,0,0,0.1475,0.06251,0.49859,1.16105,0.05,0,4.25126,0,0,0.00159,0,0,0.03424,0,0,0,0,0,0,0.59752,0.01459,0,0,0.76499,0,0.00234,0,0.40857,0,0,0.05699,0.02844,0.00023,0,0.64324,0.0135,0,0.04214,0.5431,0,0,0.03366,0,0,0.00834,0,0,0.17516,0,0,0.07635,0,0,0.20417,0,0,0,0,0,0,0,0,0,0,0,0,1.55106,0,0,1.81334,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens",0,0.15052,0.52627,0.15944,0.4708,0.07517,10.49873,3.55754,2.89726,0.26371,0,0,31.41815,0,0,0.21276,1.67895,0.54095,0.68386,1.29396,0,0,0,0,0.00076,0.16047,0.06206,0,0.01927,0,0.21144,0.37453,0,0,0,0.51758,0,0,0.0665,0.11877,0.0107,0.77112,0,9.26553,7.10397,1.05278,0,3.12567,5.16748,1.91766,0.42026,0,10.99717,1.38642,0.30329,3.88369,0.12386,0,7.07657,0,12.72294,0,0,0,0.08409,0.16795,4.17734,0,0.00118,6.73522,1.06385,1.72995,10.88163,0,0.36308,0.93933,0.00668,0,0.15913,0.2215,0,0.01025,0,0.5946,0,0,0.9147,0.43405,0,1.50826,34.712,6.9436,2.92752,0,0.16099,1.37328,0.54309,0.06333,0,7.68613,4.45251,0.12677,16.16992,0,0,0.2201,0.71903,7.57755,1.18315,0.20205,1.21174,0.40217,1.50432,0.00775,0,0,0.14239,0.46898,0.00574,0,0.77554,0,1.76555,7.25173,0.16806,6.88819,7.95507,0.07791,0,0,0.0055,0.6628,0,0,0,0,3.75684,0,0.00165,0.12527,0,0,0,0.7014,0,5.44592,0.10368
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95",0,0.12462,1.03812,0,0.00183,0,0,0,0.00912,0.00043,0.07444,0,0,0,0.3111,0,0,0,0.01242,0.04718,0,0,0.01823,0,0,0,0.09082,0.0032,0.05212,0,0,0,0,0,0.00435,0.0471,0,0,0,0,0,0.21516,0,0,0.00986,0,0.00631,0,0.00102,0,0,0,0,0.03103,0,0,0.02857,0.00584,0,0,0,0,0,0,0.00714,0,0.00982,0,0,0.34893,0,0.02279,0,0,0,0.00651,0.0147,0,0.00865,0,0.42171,0,0,0.13431,0,0,0,0,0,1.72889,0,0,0,0.17529,0,0,0,0.16234,0,0,0,0,0,0,0.00029,0,0,0,0.0076,0.01355,0,0.00076,0.00772,0,0,1.11237,0,0,0,0.08154,0,0.01147,0,0,0.01593,0,0,0,0,0,0,0.11038,0,0,0,0,0,0,0.03032,0.04251,0,0,0,0.42915,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus",0,0.12317,0,0.09181,0,0.01015,0.03187,0.02684,0.02132,0.02955,0,0,0,0,0.08468,0,0.01394,0,0.19954,0.53652,0.24657,0,0.20598,0.05301,0,2.9693,1.58735,0.00939,0.55627,0,1.3515,0.10525,0,0.00384,0,0,0,0.04742,0.01962,0.03471,0.00404,0.05232,0.03129,0.02023,0.05396,0.06389,0,0,0,0.01326,0,0.0057,0,0,0,0.01179,0,0.02122,0,0.06477,0,0.01995,0.00095,0.16263,0.00867,0.0539,0.05139,0.02508,0,0,0.15348,0.0364,0,0,0.04514,0.09218,0.25655,0.01442,0.02441,0,0,0,0.06161,0,0,0,0,0,0,0.68157,0,0.03223,0,0,0.00684,0,0.10358,0,0,0,0,0.03852,0,0,0.00696,0,0,0,0.12768,0,0,0.01524,0.18511,0,0,0,0,0.01891,0,0,0.02485,0,0.10747,0,0,0.36558,0.77309,0,0,0,0,0.02769,0.16123,0,0,0,0,0.02502,0.08399,0.0597,0.07691,0,0,0.10543,0,0.09278,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei",0,0.10894,1.66744,0,0.05129,0,0,40.10729,0.74083,0,8.76024,0,0,22.93342,22.28856,0,0,16.5895,3.91848,3.54235,0,0,0,24.21015,0,6.74973,0.04714,0,9.20937,0,0,5.31044,0,0,0,0,2.79609,0,2.55683,12.54098,0,0.00426,0,0,0.08175,0,0,0,0.04307,0.20725,5.31981,5.53759,0,0,0,0,2.76838,6.6273,12.86168,0,0.00886,0,42.76024,0,0.00068,0,13.54296,0,0,0.13702,0,8.79323,0,0,0.15753,9.48941,0.29841,13.34244,0.0256,0,6.04147,9.32572,4.60688,2.04517,0,8.94895,0.01881,8.03868,0,0,0,0,0,13.05775,0,5.77747,0.42668,26.10277,24.06418,0.12434,0,3.45467,9.42085,0,10.64895,0,0,18.43844,0.00416,0,0,5.65465,0.01119,0.00064,0,0,0,6.73105,0.56374,0,7.123,0,0,0.23789,0,0,0,0,56.01851,0,8.85378,4.67494,36.81272,0,13.62923,0,16.06967,0,11.06114,9.35115,12.91167,0,0,2.00288,0,0,0
